author,authorLink,content,forward,forward,comments,fabulous,time,source
夏都西宁,https://weibo.com/3881282682?refer_flag=1001030103_,【西宁火车站停运及恢复开行列车公告】为确保新冠肺炎疫情防控工作和复产复工工作的落实，按照国铁集团、集团公司统一安排部署，对车站停运及恢复开行列车进行公告，具体信息如下：停运列车情况停运高速旅客列车西宁←→太原南3月1日至3月10日太原南至西宁D2569次停运。3月2日至3月11日西宁至太原南D2570次停运。停运高速旅客列车西宁←→西安北3月1日至3月10日西安北至西宁D2685次停运。3月1日至3月10日西宁至西安北D2694次停运。停运高速旅客列车西安北←西宁→嘉峪关南3月1日至3月10日西安北至嘉峪关南D2687次停运（西宁经停）。3月2日至3月11日嘉峪关内至西安北D2696次停运（西宁经停）。停运高速旅客列车西宁←→西安北3月1日至3月10日西宁至西安北D2688次停运。3月2日至3月11日西安北至西宁D2697次停运。停运高速旅客列车嘉峪关南←西宁→西安北3月1日至3月10日西安北至嘉峪关南D2673次停运（西宁经停）。3月2日至3月11日嘉峪关南至西安北D2672次停运（西宁经停）。停运高速旅客列车兰州西←西宁→乌鲁木齐3月1日至3月10日乌鲁木齐至兰州西D2708次停运（西宁经停）。3月2日至3月11日兰州西至乌鲁木齐D2701次停运（西宁经停）。停运高速旅客列车兰州西←西宁→乌鲁木齐3月1日至3月5日兰州西至乌鲁木齐D55次停运（西宁经停）。3月2日至3月6日乌鲁木齐至兰州西D56次停运（西宁经停）。停运高速旅客列车兰州西←西宁→乌鲁木齐3月1日至3月5日兰州西至乌鲁木齐D2711次停运（西宁经停）。3月2日至3月6日乌鲁木齐至兰州西D2712次停运（西宁经停）。停运高速旅客列车兰州西←西宁→嘉峪关南3月1日至3月5日兰州西至嘉峪关南D2743次停运。（西宁经停）3月2日至3月6日嘉峪关南至兰州西D2750次停运。（西宁经停）停运高速旅客列车西安北←西宁→嘉峪关南3月1日至3月5日嘉峪关南至西安北D2674次停运（西宁经停）。3月2日至3月6日西安北至嘉峪关南D2671次停运（西宁经停）。停运高速旅客列车兰州西←西宁→敦煌3月1日至3月5日兰州西至敦煌D2749次停运（西宁经停）。3月2日至3月6日敦煌至兰州西D2759次停运（西宁经停）。停运普速旅客列车西宁←→青岛3月2日、3月5日、3月8日、3月11日西宁至青岛Z274次停运。3月1日、3月4日、3月7日、3月10日青岛至西宁Z273次停运。停运普速旅客列车西宁←→郑州3月1日、3月3日、3月5日、3月7日、3月9日郑州至西宁K177次停运。3月2日、3月4日、3月6日、3月8日、3月10日西宁至郑州K178次停运。停运普速旅客列车西宁←→合肥3月2日、3月4日、3月6日、3月8日、3月10日西宁至合肥隔日开行T390次停运。3月3日、3月5日、3月7日、3月9日、3月11日合肥至西宁隔日开行T389次停运。停运普速旅客列车西宁←→呼和浩特3月1日至3月7日呼和浩特至西宁Z311次停运。3月2日至3月8日西宁至呼和浩特Z312次停运。停运普速旅客列车西宁←→重庆3月1日至3月10日西宁至重庆K2638次停运。3月2日至3月11日重庆至西宁K2637次停运。停运普速旅客列车西宁←→成都3月1日、3月3日、3月5日、3月7日、3月9日西宁至成都K1060次停运。3月2日、3月4日、3月6日、3月8日、3月10日成都至西宁K1059次停运。停运普速旅客列车西宁←→东莞东3月1日、3月3日、3月5日、3月7日、3月9日、3月11日西宁至东莞东隔日开行K1310次停运；3月3日、3月5日、3月7日、3月9日、3月11日、3月13日东莞东至西宁隔日开行K1309次停运。停运普速旅客列车西宁←→北京西3月2日、3月4日、3月6日、3月8日、3月10日西宁至北京西Z152次停运。3月3日、3月5日、3月7日、3月9日、3月11日北京西至西宁Z151次停运。加开临时列车情况加开临时旅客列车西宁←→格尔木2月28日西宁至格尔木间加开K6821/2次临时旅客列车。时刻：K6821次西 宁13:25开德令哈17:45到，17:51开饮马峡19:16到，19:26开格尔木20:58到。K6822次格尔木22:45开德令哈1:41到， 1:47开西 宁6:24到。恢复开行列车情况恢复开行旅客列车西宁←→门源自2020年2月29日起，西宁至门源D8901、门源至西宁D8902次恢复开行。【温馨提示】停运及恢复开行的列车及发售列车车票等相关信息，以铁路12306网站、车站公告公布为准。若有疑问，可致电铁路客服0971-12306进行咨询。您可关注中国铁路12306官方客服网站公告，以及西宁站官方微博、微信，以便合理安排行程（西宁火车站） ,,,,,21分钟前,专业版微博
南昌晚报,https://weibo.com/2115259662?refer_flag=1001030103_,#联防联控江西在行动#【电力曲线攀升折射中国企业加快复工复产】“全省共有9.57万户高压企业，按模型计算，指数每上升1个点，就意味着约有1000户企业复工，全省经济正加速回暖。”国网江西电力营销部大数据管理专责胡志强介绍说，企业复工电力指数是综合复工企业数量和复工企业用电量得出的一个数据指标，是经济发展的“晴雨表”。（新华社）O网页链接 #抗疫一线江西党员勇争先# 、#爱心守望情暖赣鄱#、#抗击疫情江西在行动# L江南都市报的微博视频 ,,,,,21分钟前,iPhone客户端
经济之声,https://weibo.com/1704819467?refer_flag=1001030103_,【@ 所有企业！这拨国家优惠政策帮你减负啦！】在疫情形势趋缓后，疫情防控和复工复产要双线作战、双管齐下。近日，政府出台了一系列减免措施，帮助企业缓解疫情带来的影响和困难。资源方面，企业用气、用电，价格怎么降？社保方面，怎么免、怎么减、怎么缓？受疫情影响大的行业，如何补贴、如何帮扶？各位企业负责人，别慌，戳图看看哪些政策能帮到你！（央视财经） ,,,,,21分钟前,iPhone X
保定市交警,https://weibo.com/2685894853?refer_flag=1001030103_,#保定交警微发布##保定交警##我在岗位上##疫情在前交警不退##交警保障企业复工复产#【保定交警“点对点”助力企业复工复产 畅通返岗员工返程“最后一公里”】近日，在张石高速易县下道口，经过近一天的对接和部署，保定公安交警易县大队民警与农民工返岗包车顺利对接，警车开道一路护送，将车上人员安全送达目的地——保定太行和益环保科技有限公司厂区。这是自疫情防控复工复产以来，保定公安交警主动服务地方企业复工复产的一个缩影。随着各地企业相继复工复产，企业员工如何安全到岗被列为头等大事。作为保定“守门人”，保定公安交警主动作为、多措并举，特别是对复工复产企业有返岗人员包车需求的，实行 “一对一”“点对点”引导直达交通保障服务，为企业员工安全返岗保驾护航。公安交警通过主动和市疫情防控指挥部交通保障组联系，提前获取企事业单位人员工返岗包车的驾驶人、车辆、发车时间、联系方式等信息，第一时间与返岗车辆驾驶人联系，主动为员工返程包车提供帮助和服务，帮助其解决在运输通行方面的困难，如遇恶劣天气提供警车引领通行等。对外公布24小时服务热线0312-122，随时为驾驶人提供服务。公安交警在高速口、主要路口、拥堵路段等重点部位安排警力，及时疏导车辆，确保其通行顺畅。督导客运企业对车辆的安全性能进行全面检测，对返程包车驾驶人的驾驶资质进行核查，并进行交通安全提示和教育。同时，公安交警通过深入辖区重点企事业单位，与负责人进行对接，建立联系保障机制，了解企事业单位员工返岗包车的通行需求，提供点对点交通运输服务保障。道路交通是疫情防控的“火线”，也是企业复工复产的“动脉”。保定公安交警明确“需求在哪里，服务就到哪里”，特别为复工复产企业提供“点对点”交通保障服务，对于大批量的返工包车队伍，保定公安交警制定了专门的保畅方案，尽最大可能为企业员工返程保驾护航。本作品为原创作品，欢迎转载，转载或再次编辑请注明出处！ ,,, 2,,21分钟前,微博 weibo.com
承德中院,https://weibo.com/3957327845?refer_flag=1001030103_,#冀法战疫# 面对疫情防控的严峻形势，承德中院立案二庭春节复工以来，努力做到战“疫”审案两不误。一方面采取积极有力的措施做好疫情防控工作，一方面充分借助智慧法院建设成果，确保司法公正不掉线。2月26日，立案二庭庭长王芳、副庭长王继军、法官任志成组成合议庭，使用“云间”网上庭审系统成功进行了两场互联网听证。O承德中院智慧战“疫” “云听证”了解一下！ ,,,,,21分钟前,专业版微博
山东交通广播,https://weibo.com/1752180247?refer_flag=1001030103_,【东营：关于恢复全市机动车检测机构车辆检测业务的通告】根据上级对疫情防控及企业复工复产工作的指示精神，为方便群众生产生活，服务全市经济社会发展，在做好疫情防控的前提下，自2020年2月28日起，有序恢复全市范围内的机动车检测机构车辆检测业务。一、对已通过辖区党委、政府及疫情防控部门复工复产验收的，公安车管部门准予开展车辆检测业务，核发检验合格标志。二、各检测机构要切实加强检验场所及人员的疫情防控工作，严格落实安全防护措施，认真做好人员及车辆的信息登记；要合理调整服务流程，采取预约办理、限量分流等措施，控制业务办理数量，减少人员聚集，确保不发生问题。三、广大车主在办理车辆检测业务时，请自觉佩戴口罩、严格做好自我防护，并自觉配合工作人员做好卫生防疫工作。四、依照前期公告精神，对因疫情防控期间造成的车辆逾期未检验的，上线检测时不予处罚。特此通告。东营市公安局交通警察支队2020年2月27日 #东营爆料#东营身边事 ,,,,1,21分钟前,iPhone客户端
南岸微发布,https://weibo.com/2519274242?refer_flag=1001030103_,【防疫生产两不误！重庆经开区有序复工！】随着疫情防控形势的发展，重庆经开区企业陆续开始复工复产。截至2月26日，重庆经开区辖区四上企业217家，已经复工复产164家，复工率达到了75.6%，人员返岗率56.8%。其中规上工业118家，已经复工复产109家，复工率92.4%，人员返岗率65.7%。点击链接了解更多内容！O防疫生产两不误！重庆经开区有序复工！ ,,,,,21分钟前,iPhone客户端
赤峰市公安局官方微博,https://weibo.com/2406886261?refer_flag=1001030103_,【辟谣！网传“赤峰一女工因复工复产感染新冠肺炎”被证不实】近日，有网站发表标题为“突发！刚刚复工！6家企业多人感染！303人被隔离”的信息，内容涉及赤峰一电厂女工感染新冠肺炎，该信息发布后被媒体、网友大量转载。经核实，该公司属于电力企业，一直处于生产状态，不存在复产复工问题。患者可能系与其儿子接触感染，目前该企业也无其他人员感染。 , 1, 1,,1,21分钟前,iPhone客户端
佳木斯公安交警,https://weibo.com/2083972041?refer_flag=1001030103_,#同心抗疫为爱护航#【 交警部门“应急窗口”为复工企业提供便利】“能否帮帮我们，我们刚刚复工，4台新车想要参与运输防疫物资，但是无法注册落户”，近日，佳木斯市公安局交警支队车管所指导科科长肖宏伟接到了一家企业的求助电话。随着抗击疫情工作有序开展，佳木斯市京驰物流有限公司亟需为单位4台危化品车辆办理注册登记业务，这4台车辆将参与运输消毒酒精等防疫物资。接到电话后，车管所的民警们深深感到事情的紧迫性，危化品车辆落户不同于一般车辆，但服务复工企业不容迟缓，车管所民警一边发挥“应急服务窗口”的作用，提示企业先期准备好危化品车辆注册登记所需相关材料，一边按照支队领导的部署要求，主动协调税务、保险、检测机构等机构部门，积极做好车辆落户前各相关手续的办理，便民利企、特事快办。2月26日，支队车管所组织业务能力强的民警，仅用1个小时就完成了4台危化品车辆的登记、查验、注册、领证、制牌等业务。在拿到车辆牌照后，佳木斯市京驰物流有限公司工作人员高兴万分，对交警部门高效的工作效率和热忱的服务精神赞不绝口。为做好疫情期间企业和群众生产生活服务工作，支队按照市委、市政府和市公安局部署开设“应急服务窗口”，设立专线电话，节假日不休息，先后为企业和群众车辆发放临时号牌80多个，解答群众车驾管业务咨询电话3000多次。@黑龙江省交警总队 @平安佳木斯 ,,,,,21分钟前,iPhone客户端
奥利奥的粑粑,https://weibo.com/2272453500?refer_flag=1001030103_,作为一个陕西人对西安政府这种懒政，不担责，不负责任的做法心凉！武汉身份证，一年没去武汉了，十天前去长沙，江西赣州只是简单的登记，而西安现在还搞这么大的阵势！劳民伤财，难怪现在沦落为一个三流城市！领导只想着怎么不掉帽子，根本不关心复工复产，经济复苏！@参考消息 @华商报 2西安·咸阳国际机场 ,,,,3,22分钟前,HUAWEI P30 Pro
淄博发布,https://weibo.com/3577849617?refer_flag=1001030103_,#聚焦淄博#【淄博高新区48名市外人员“点对点”返岗复工】为帮助辖区建设项目解决当前最为迫切的用工难题，从２月中旬起，淄博高新区质安站主动作为，帮助在建项目迅速开展包车“点对点”等方式，运送劳务人员有序返回高新区，助力高新区建设项目全面复工复产。 O淄博高新区48名市外人员“点对点”返岗复工,,,,,22分钟前,微博 weibo.com
广东工会,https://weibo.com/2811097910?refer_flag=1001030103_,【粤港澳大湾区重点项目南沙港铁路今日复工】今天，粤港澳大湾区重点项目南沙港铁路拉开了复工的序幕。在江门鹤山南沙港铁路跨佛开高速公路特大桥的施工现场，中铁二十五局施工人员正紧张有序地开展材料吊装、桥面张拉等作业，加快粤港澳大湾区首个进入南沙自贸区货运交通项目的施工进度。,,,,,22分钟前,微博 weibo.com
天津工业和信息化,https://weibo.com/3497419227?refer_flag=1001030103_,【天津要闻〔2020.2.27〕】#要闻速递#①我市服务业企业加速复工复产；②统筹抓好农村疫情防控和春耕生产工作；③常思奋不顾身 以徇国家之急；④我市国企复工率94.7%；⑤用忠诚擦亮党徽……更多↓↓O天津要闻〔2020.2.27〕,,,,,22分钟前,微博 weibo.com
石狮日报,https://weibo.com/2282066074?refer_flag=1001030103_,#石狮日报即时新闻# 【挂钩企业“1+1”驻企干部宝盖组再加任务】继每人负责1家规上或50人以上企业的基础上，每人再加一家挂钩企业，这就是市直驻企干部宝盖组于今天推行的“1+1”企业挂钩制度。宝盖镇是我市企业最为密集的镇办之一，辖区企业数量多，疫情防控工作任务重。为了进一步加快企业复工复产步伐，同时，确保企业疫情防控措施落实到位，市直驻企干部宝盖镇自行加压，不断增加工作任务，推出了“1+1”企业挂钩制度，即驻企干部除了原先挂钩的重点企业外，每人再新增一家挂钩企业。至此，该组共承担企业疫情防控与复工复产指导服务的企业达146家。上午，分解好工作任务，明确工作职责后，全体人员迅速奔向所挂钩企业，送去各级政府扶持政策，督促企业落实防控设施，帮忙筹措防控物资，重点指导24家员工人数已超百人的企业落实分区管理工作，同时，收集并协调解决各企业复工复产中遇到的困难与问题。（石狮日报社记者林智杰报道） ,,,,,22分钟前,专业版微博
N视频,https://weibo.com/6217683074?refer_flag=1001030103_,【深圳华强北严把进场取货，过万家企业复工，场内加速改造助回暖】用人声鼎沸来形容华强北的主街并不夸张，打包面前的箱子、翻看手里的订单，这些过去在电子市场里的日常操作如今换成了主街上的帐篷。虽然22家专业市场仍延迟复工，但400多顶帐篷已经容不下想要开工的商家。2月26日，是华强北市场商户可以分批申请入场取货的第四天，闻声而来的商户越来越多，他们急着开工，但受到疫情影响，流程显然比过去更复杂了。 LN视频的微博视频 ,,,,,22分钟前,南都视频
她的男孩,https://weibo.com/7035197346?refer_flag=1001030103_,用镜头记录你身边的复工故事，一起来分享你的#一张图描述复工的你#评论留下来复工后真实的自己吧#复工自拍照#, 308, 308, 313,553,24分钟前 转赞人数超过500,iPhone 11 Pro
证券时报网,https://weibo.com/1664176597?refer_flag=1001030103_,23分钟前  来自 微博 weibo.com, 2, 2,,1,23分钟前,微博 weibo.com
医药卫生报,https://weibo.com/3177640383?refer_flag=1001030103_,三门峡市疾控中心深入市场卖场宣传新冠肺炎防治知识本报记者 刘岩2月25——26日，正值企业复工复产，商场、市场恢复正常营业之际，三门峡市疾病预防控制中心组织了11名专业人员，组成了宣传小组，在副主任陈震的带领下，深入人流大的公园路菜市场、丹尼斯大卖场、大张广场、植物园菜市场向市民宣传新冠肺炎防治知识。重点向市民讲解了当前的疫情形势，告知大家目前卡点解除不等于疫情解除，仍需提高警惕不能松懈。同时还发放了新冠病毒防治宣传手册，受到市民的欢迎。在开展宣传的同时，宣传小组还在四个公共场所随机抽查了500名市民，检查他们的口罩佩戴情况。500人中，有6人未佩戴口罩；在佩戴口罩的494人中，有240人口罩合格、佩戴正确，197人佩戴不正确，佩戴不正确的情况主要为：口罩未覆盖口鼻、下颌 ；口罩上下戴反，未将鼻夹朝上 ；未按压金属鼻夹使其紧贴鼻梁 ；口罩未紧密贴合脸部 ；在公共场合抽烟、吃东西等将口罩摘下。328人佩戴口罩是符合防范要求的普通医用口罩或N95口罩，166人佩戴的口罩不合格，为普通棉质口罩、或普通一次性口罩但佩戴时间过久，已明显变形或破碎。菜市场卖菜商户佩戴口罩不正确、口罩不合格现象更加严重，宣传小组为他们做了纠正宣教。 ,,,,,23分钟前,微博 weibo.com
Derek_张轩睿个站,https://weibo.com/6538098595?refer_flag=1001030103_,张轩睿#萌宠星拍档#距《胖子》完结已经一个多月了，在疫情无法出门玩耍无法复工的时期，不知道杏仁们有没有想念我们的张先生呢？站站来给大家带来好消息啦！时隔293天，轩睿将在明天（2月28日）晚上9点空降一直播与杏仁们一起度过一个美好的周末夜！请准备好我们最大的热情和喜爱，通通传递给最美好的轩睿吧！一直播ID：12161081@張軒睿Derek 💙#最宠粉明星月报# 💙 , 14, 14, 29,30,24分钟前 转赞人数超过20,张轩睿超话
新浪陕西咸阳,https://weibo.com/3281973414?refer_flag=1001030103_,【从榆林到淳化 穿越大半个陕西！#陕西矿工骑行+徒步600公里南下复工#】2月20日晚，陕西咸阳，淳化南疫情防控检查站，交警发现一个穿黄大衣、背棉被的徒步男子。询问得知，该男子姓张，辽宁人，因疫情防控客车停运，从所居住的榆林市出发，准备一路南下600公里徒步到旬邑煤矿复工。据张某讲，仅西安到淳化这一段，他就花了4天时间，起先还骑了辆自行车，后来实在骑不动了，就把车扔下继续徒步走。民警立即把牛奶和泡面送给他充饥，发放防护口罩并联系好煤矿，于次日将其送到土桥检查站，交给煤矿负责人。L时间视频的微博视频 ,,,,,23分钟前,iPhone客户端
红城发布,https://weibo.com/5066635908?refer_flag=1001030103_,#湖北以外新增确诊病例出现反弹# 【管礼伦检查指导疫情防控和复工复产工作】#红城信息播报# 2月26日下午，区委书记、区疫情防控领导小组组长管礼伦检查指导疫情防控和复工复产工作。副区长王成英参加检查。,,,,,23分钟前,微博 weibo.com
西咸新区泾河新城,https://weibo.com/2915353192?refer_flag=1001030103_,#联防联控 西安在行动# 【复工进行时 西安多处城市建设项目防疫复工两不误 】一边是加紧施工的工程车辆、穿戴防疫装备的施工人员；一边是长长的警戒线、严格的体温检测……2月26日上午，记者走访我市多处城建项目现场，看到管理人员和施工人员已经按计划到位，城市建设项目防疫复工两不误。更多详情：O复工进行时 | 西安多处城市建设项目防疫复工两不误 ~『复工进行时 | 西安多处城市建设项目防疫复工两不误 ~』O复工进行时 | 西安多处城市建设项目防疫复工两不误 ~ ,,,,,23分钟前,小米6 拍人更美
最快乐的莹莹,https://weibo.com/6107452711?refer_flag=1001030103_,我的上学，工作都在哈尔滨，我的保险也在哈尔滨，我的家就在哈市，现在因为我是租的房子，就不让我回去？你让我提供租赁协议，提供房东电话，提供当前所在地区医院开具的健康证明，提供单位复工证明我都提供了，我也不是疫区来的，就是因为我户籍不在本社区就不让我回家？我不配回家吗？我租房子就不配回家吗？呵呵，真特么心凉了，租户不是户，租户不配当你们社区的人呗，以后我也不会在你们社区管辖范围买房子了，呸 ,,, 4,3,23分钟前,OPPO Reno
宁不开瓶盖儿,https://weibo.com/1144942644?refer_flag=1001030103_,25分钟前 转赞人数超过10  来自 微博 weibo.com,,, 9,11,25分钟前 转赞人数超过10,微博 weibo.com
南京地铁,https://weibo.com/2638276292?refer_flag=1001030103_,【南京地铁在建线路有序复工，奏响磅礴建设“交响曲”】与疫情抗争，和春光同行南京地铁全面落实疫情防控责任，严格落实复工条件，规范有序复工，数千名工人返岗复工，一曲磅礴的建设“交响曲”，正串点成线，串线成片！掀起建设项目复工高潮。戴着口罩的工人熟练地操作着切割机，滋滋声中，闪耀的火花，是工地上最跃动的光......在南京地铁2号线西延青莲街站施工现场，这里一片繁忙，机器轰鸣不断，工作正在有序施工。这只是疫情防控期间，南京地铁复工的一个缩影。负责现场施工的中铁十四局南京地铁二号线西延04标项目经理周本军表示，他们严格按照南京地铁疫情防控期间企业有序复工复产的相关要求，在多部门协同下，于2020年2月21日复工。为确保复工各项防控措施落实到位，南京地铁要求各参建单位落实企业主体责任，加强返宁人员管理，采取防控措施。一对一做好返回劳务人员的盯控工作，积极协调开通地铁施工人员接送通道，最大程度提高劳务人员返岗率。积极会同属地街道办及卫生防疫部门形成联动机制，协调有关单位做好疫情信息的收集、报告、人员隔离等相关信息。同时，组织各参建单位对项目现场开展节后复工安全检查。对所有作业人员开展岗前安全培训，并对施工现场临时用电、危大工程、起重吊装设备、临边、洞口进行安全检查。核查施工现场扬尘管控措施是否到位，检查全部合格后，填写《建设工程节后复工检查情况报告（安全）》。截至2月27日，由南京地铁建设公司管理的在建项目共计49个，现已复工44个在建项目，复工率已达90%。 ,,, 3,3,24分钟前,51899999iPhone客户端
攀枝花盐边公安,https://weibo.com/5157325535?refer_flag=1001030103_,#奋进1号# 【做好疫情防控 护航复工复产】2月27日，盐边县公安局红格派出所社区民辅警深入辖区重点单位积极开展走访，服务，登记工作。一方面结合一标三实工作收集人员信息，掌握企业动态。另一方面指导企业开展内部安全和防疫工作。营造了防疫、复工两不误的良好局面。,,,,,24分钟前,iPhone客户端
不二日食记,https://weibo.com/7331883337?refer_flag=1001030103_,美食 复工了！电饭锅香菇腊肉饭，厨房小白的福音！便当带起来！#厨艺教程# #美食# #深夜食堂# 。大白爱做饭 L不二日食记的微博视频,,,,,24分钟前,微博 weibo.com
沈阳日报,https://weibo.com/1058106635?refer_flag=1001030103_,【明确了！非疫情高发地人员来粤不需要提供健康证明】2月27日，广东省卫生健康委公布了《广东省新冠肺炎防控指挥办疫情防控组关于进一步明确来粤人员健康证明有关问题的通知》（下称通知）。通知明确，除湖北省等疫情高发地区，其他地区来粤人员进入广东省、省内出行食宿、复学复工复产等正常生产生活均不需要提供输出地疫情相关健康证明资料。O快讯！非疫情高发区人员来粤不需要提供健康证明 2沈阳·太原街 ,,, 1,,24分钟前,iPhone 7 Plus
微博媒体人,https://weibo.com/3787126342?refer_flag=1001030103_,【防疫复工两不误 冬奥工程项目有序复工】防疫复工两不误。2月21日，首都体育馆场馆群全面复工。在首都体育馆改扩建项目入口处，值守的工作人员依次为进入项目的人员做实名登记和测温。 LBTV北京新闻的微博视频,,,,,24分钟前,微博云剪
黄金眼融媒,https://weibo.com/7026429244?refer_flag=1001030103_,【1818之后 是钱塘老娘舅和相亲才会赢】今晚关注：基层复工实录，来看哪些餐厅又能“坐着吃”；车间只有三个人，两万件春装要生产；95后小伙跪着办公，书记师傅都说佩服；健康码智能识别，乘客购票更快捷#黄金眼融媒看1818直播#，之后是钱塘老娘舅和相亲才会赢。 黄金眼融媒的微博直播 .,,,,19,25分钟前 转赞人数超过10,微博网页版
林小静,https://weibo.com/1180801734?refer_flag=1001030103_,虽然疫情还没结束，还不能开课，对我们影响很大，但我们的工作并没有因此停止。一直在整理教学内容，制定直播课流程，录制练习要求…最近一周三天班，每一天都很欢乐，一起探讨工作，一起戴着口罩跳舞，一起吃好久没吃过的外卖，一起喝奶茶咿呀舞蹈，快乐跳跳💃答应我等疫情结束女孩儿们一定来找我们学舞蹈好吗？@咿呀舞蹈 #生活的模样# L林小静的微博视频 ,,,,3,25分钟前,HUAWEI P30 Pro
医药卫生报,https://weibo.com/3177640383?refer_flag=1001030103_,守牢“主阵地” 种好“责任田”南阳逐级签定责任书再立军令状本报讯（记者乔晓娜 通讯员樊新生 闻彬）随着疫情防控形势出现积极变化，复工复产有序推进，医疗机构即将面临就诊高峰。2月26日，南阳市卫健委召开加强疫情防控期间医疗服务管理工作会，采取五签责任书办法，即市卫健委分别与县市区卫健委、市级医院、市疾控中心、卫生监督局、机关分包联系人签订责任书，层层夯实责任，对加强医疗服务管理再部署、再加压，严防医院发生院感事件，确保群众安全、有序就医。据责任书要求，各医疗卫生机构要一手抓疫情防控、一手抓医疗管理，最大限度减少交叉感染，最大程度满足群众就医需求。一是实行精细化管理，推动分区分级精准防控措施落地落实。认真贯彻中央、省、市关于统筹疫情防控和经济社会发展重要决策部署，采取分区分级、差异化防控，科学测算各临床科室患者就医需求，加强医务人员和医用物资调配储备，发挥互联网+医疗优势作用，有效满足群众就医需求。二是实行导医服务，加强门急诊等重点部门管理。规范疫情防控期间就医流程，合理设置就医线路图，根据需要增派导医人员、安保人员，维护群众看病就医秩序。严格落实预检分诊制度，完善门诊区域发热患者隔离处置流程，引导患者错峰就诊、无紧急情况暂不就诊，最大限度减少患者聚集。严格控制取药、结算、医学检查等各类人群易聚集环节，减少交叉感染。三是分类救治，满足患者基本就医需求。对于急危重症患者，按照相关制度和诊疗规范给予及时有效救治，确保急诊急救工作安全开展。对于门诊慢性病患者、肾功能衰竭患者、肿瘤患者以及其他需要维持定期治疗的重症患者，孕产妇和新生儿等重点人员，采取差异化就诊措施，合理分流就诊人群。四是加强医疗机构内感染预防与控制，预防交叉感染。全面落实感染防控分区管理要求，合理划分清洁区、潜在污染区和污染区，做好相关制度和流程管理。扎实开展全院全员全流程培训。指导医务人员做好个人防护，降低医务人员暴露风险。五是强化组织领导，层层压实责任。各级卫生健康机构按照“属地管理、分级负责”原则，坚决扛起主体责任，单位主要领导为第一责任人，实行领导带班制度，深入一线发现和解决问题，提升医疗服务和疫情管控能力。六是加强卫生监督，加大问责力度。围绕关键环节、重点部位，精准检查督导，增加监督频次，加大处罚力度。对问题严重的医疗单位依法依规给予停业整顿，跟踪问效。对因工作不力、措施不到位、有失职行为和重大过错，造成严重的院内交叉感染、聚集性疫情及疫情扩散的单位和个人实行顶格处理，依法依规追责。 ,,,,,25分钟前,微博 weibo.com
淄博发布,https://weibo.com/3577849617?refer_flag=1001030103_,#聚焦淄博#【淄博高新区：按下复工“快进键” 又闻机器“轰鸣声”】连日来，淄博高新区按照上级有关部署要求，统筹做好疫情防控和复工复产工作，千方百计给政策、出实招，抓好《高新区支持企业应对疫情稳定生产加快项目建设的实施意见》的落实运行，用好3000万专项扶持资金，精准支持项目建设。同时，在企业融资、企业用工、交通运输、政务服务、疫情防控等方面创新举措，全力扶持企业应对疫情挑战、恢复正常生产，在做好疫情防控的前提下稳企业、稳就业、稳经济。 O淄博高新区：按下复工“快进键” 又闻机器“轰鸣声” ,,,,,25分钟前,微博 weibo.com
陕西日报,https://weibo.com/3204836204?refer_flag=1001030103_,【姐弟俩山路边的“网课”进屋了】在疫情防控期间，教育部门统一安排“停课不停学”。对部分山区孩子来说，要上网课确实有点麻烦，但周至县厚畛子镇的张雪丽、张俊姐弟俩却不担心这件事。在好心人和有关部门的帮助下，姐弟俩的“室内网课”顺利开讲。2月20日，周至县板房子派出所民警田建峰、刘育宝等经过厚畛子镇厚畛子村时，发现山路边坐着两个小孩，穿着厚棉衣，铺着褥子，盖着被子，身旁放着书包。民警停车打听才知道，姐弟俩住在厚畛子村姜家坪组一个叫“老庄子”的居民点，姐姐张雪丽上高三，弟弟张俊上初三。由于手机信号不稳定，姐弟俩每天需要跑到离家1公里多的山路边上网课。姐弟俩的执着让民警感动不已，就拍照片发到了网上。周至县电信局局长杨文化得知此事后，安排专人上门解决问题。#陕西防控新型肺炎# #复工打卡# O姐弟俩山路边的“网课”进屋了 , 1, 1,,1,25分钟前,微博 weibo.com
芒果文娱,https://weibo.com/6196420604?refer_flag=1001030103_,#复工##三十三#北方的春天总是有点冷的。挥泪告别我挚爱的母上大人。爱的陪伴无论长短都觉得是短暂。时间不语，却回答了我们所有的答案。 L芒果文娱的微博视频, 3, 3, 3,49,26分钟前 转赞人数超过40,
陕西发布,https://weibo.com/3097688767?refer_flag=1001030103_,复工后如何安全乘坐地铁？这些攻略需要划重点。@西安地铁,,, 2,12,26分钟前,HUAWEI Mate 20
南宁发布,https://weibo.com/3928761901?refer_flag=1001030103_,#战胜疫情南宁在行动# #抗击疫情 南宁在行动# 【力争2月底前复工复产率达到“三个100%”！广西发布最新通知】2月26日，中共广西壮族自治区委员会、广西壮族自治区人民政府发布了关于统筹做好新冠肺炎疫情防控和经济社会发展工作的意见。 O力争2月底前复工复产率达到“三个100%”！广西发布最新通知,,,,1,26分钟前,微博 weibo.com
