author,authorLink,content,forward,forward,comments,fabulous,time,source
昆明市教育体育局,https://weibo.com/3806199635?refer_flag=1001030103_,#昆明教体新闻# #全民战疫# 【安宁市教育党工委，“四个确保”打好复学“主动仗”】新冠肺炎疫情防控工作是当前安宁市教育党工委、各基层学校最重要的政治任务和中心工作。结合全国疫情形势及中央、省、市关于有序推进复工复产复学的相关精神，面对辖区职教、中小学、幼儿园5729名教职工及家属、54810名学生（幼儿）的健康安全，安宁市教育党工委高度重视，抽调精干力量，明确工作职责，落实防控措施，细化任务到人，坚决守护学校“安全净土”，全面推进复学前的疫情防控工作。 O安宁市教育党工委，“四个确保”打好复学“主动仗” ,,,,,02月25日 11:37,微博 weibo.com
民族时报,https://weibo.com/5890690907?refer_flag=1001030103_,【#龙陵县#碧寨乡：“三个一”主动服务经济发展】本报讯（段早仙 民族时报全媒体记者 孙贵升）当前，既要#打赢疫情防控阻击战#又要打好经济发展主动战，龙陵县碧寨乡在县指导组的带领下，上下联动，主动服务，积极作为，成立指导检查工作组深入村组、工矿企业、学校对复工复厂复学工作全面检查指导，防“疫”线上，碧寨乡“三个一”主动服务经济社会发展。一场“大练兵”，确保应急响应机制“畅通无阻”。演练以碧寨乡梨树坪社区发现1名体温异常患者到村卫生室就诊为背景，对启动应急预案里的就医、接诊、隔离、报告、排查等各环节进行演练。为提高新冠肺炎疫情的防治水平和应对能力进行了一场“大练兵”，确保一旦启动应急预案，能及时、有效、科学的采取防控措施。切实打赢疫情防控阻击战，有效落实外防输入内防扩散的防御机制。最后，由各挂村领导牵头修订完善应急预案并确保机制运行顺畅。一场“大体检”，确保防疫复工“两手抓，两手硬”。县乡联合检查指导工作组深入各村组、工矿企业、学校应急预案、防疫宣传、隔离监管、日常健康检测、场所消毒、出入扫码等工作进行一一指导，落细落小，严防工作疏忽。一名当地电站负责人说：“我们需要这样手把手的指导，对于防控工作我们不专业，为了自己及所有厂区职工的生命财产安全，我们一定照做，并且一定会做好。”碧寨乡中小学校（园）长微信群里，疫情防控期间托幼机构和学校防控技术指导及规范要求发出后，各学校便及时行动，积极整改，一张张整改图频频跳动，整改效果明显，为各复工复厂复学工作场所构筑了严密健康的防疫网和安全放心的工作环境。一次“大动员”，确保疫情防控与脱贫巩固“双管齐下”。一是由县包村单位、乡挂村领导、乡村干部成立的工作组深入排查走访农户“两不愁，三保障”工作存在的短板，及时研究切实有效的工作措施加以解决。二是精准排查有外出务工意愿的未就业人员情况，有针对性的进行就业信息宣传，利用广播、微信群等宣传疫情防控知识的同时宣传最新就业信息。大范围动员未就业人员积极复工，拓宽就业渠道，为群众鼓足干劲增强致富信心。在打赢疫情防控阻击战与经济发展主动战的这场没有硝烟的战场上，全乡高位推进，各级各部门积极作为、主动服务，为全乡经济社会持续健康发展打下坚实基础。转载请注明来源《民族时报》 ,,,,1,02月25日 11:37,专业版微博
青岛西海岸新闻网,https://weibo.com/2180710425?refer_flag=1001030103_,#新型冠状病毒感染肺炎# 【区疾控中心：全力做好高校疫情防控工作】为积极应对新冠肺炎疫情，做好高校复学疫情防控准备工作，2月24日，区疾控中心联合青岛市疾控中心驻新区专家、薛家岛街道社区卫生服务中心走进青岛理工大学(西海岸校区)，开展消毒技术培训，学校食堂、物业、医务室等相关人员参加培训。本次培训主要针对学校消毒方法的选择、消毒内容、重点人群集中隔离点的规范设置等内容进行了详细的讲解;现场演示消毒液的配比、消毒用具的使用和消毒防护服的穿脱步骤。区疾控中心强调，消毒人员在消毒过程中一定要做好个人防护，避免药水入眼入口;消毒人员要谨遵说明书使用消毒用具，按要求做好预防性消毒，防止病毒扩散蔓延。接下来，区疾控中心将继续开展对学校的疫情防控工作指导，主动作为，采取多种措施，努力实现疫情防控和学校复学双统筹、双推进。 ,,,,,02月25日 10:59,微博 weibo.com
三时设计手绘,https://weibo.com/5756811296?refer_flag=1001030103_,【最后一次】疫情期间速涂学费九折。【】感觉疫情就要过去了，复工复学后，学费恢复出厂设置…… 2上海·同济大学(四平路校区),,, 1,1,02月25日 10:50,华为P9手机摄影再突破
财新网,https://weibo.com/1663937380?refer_flag=1001030103_,【肺炎日记|2月24日：再见了，夏思思！】已有21名医者殉职，疫情中来不及好好告别。新增患者数字下降，并不意味着防控风险降低：前线医护人员依然持续面临高风险、高压力的工作环境，养老院、福利院、监狱等防控盲区仍存，复工复学可能让疫情下行出现上升拐点。 O肺炎日记|2月24日：再见了，夏思思！, 106, 106, 63,590,02月25日 10:50 转赞人数超过400,财新网
鄂尔多斯日报,https://weibo.com/2294220693?refer_flag=1001030103_,【#衡水中学校长面对空操场演讲#】2月24日，河北衡水中学举行了“隔空相聚，同心抗疫”主题线上升旗仪式。校园的迎春花开了，早日复学（视频自梨视频） L鄂尔多斯日报的微博视频,,,,,02月25日 10:48,iPhone客户端
中国金融新闻网,https://weibo.com/2699543161?refer_flag=1001030103_,【热点聚焦|“在线化”生活帮助居民应对疫情】新冠肺炎疫情出现后，不出门、少出门成了降低感染风险的方法。复学、复工、饮食、医疗等居民生活的多种需求都逐渐转向线上发展。O热点聚焦|“在线化”生活帮助居民应对疫情,,,,1,02月25日 10:17,金融时报
德兴发布,https://weibo.com/5296697367?refer_flag=1001030103_,停课不停学 关爱不掉线 —— 我市疫情防控期间复学工作有力有序开展#联防联控江西在行动# #抗疫一线江西党员勇争先# #德兴新闻# 原本祥和、安宁的春节，被一场突如其来的疫情打乱。面对来势汹汹的疫情，德兴市已经采取了延迟开学措施，各类学校3月1日前不开学。但是，抗疫期间，孩子们的学习怎么办？记者从德兴市教体局了解到，为有力有序开展疫情期间的复学工作，连日来，该局根据教育部、省教育厅和上饶市教育局“线上教学”部署，全力开展“停课不停学”，确保每个学生都能通过网络、电视等平台在线学习。提前谋划，打有准备的战2月3日，德兴市教体局召开新学期党政班子联席会，会议决定按教育部和省教育厅统一部署要求，全力防控，坚决防止新型冠状病毒肺炎疫情在学校蔓延，延期开学的同时，各级各类学校“停课不停教、不停学”，依托江西省教育资源公共服务平台“赣教云”和德兴市本地教育服务平台“乐现云”课堂，免费为全市中小学生提供线上教育教学服务。经过几天紧张的安装调试，铜矿中学、德兴一中、德兴二中、银城一小、银城三小的直播教室相继架设好直播设备。保证在线学习质量，录课是关键为了保证学生的在线学习质量，市教体局精挑细选，部分学科首席教师接下了这一光荣的使命。2月10日，原定春季开学的第1天，九年级第1节直播课在德兴二中拉开帷幕。上午8时，初中语文首席教师铜都中学郑福良早早地来到了录课现场。测试课件、试讲模拟，三十多年教龄的德兴市名师，一丝不苟地做着准备工作。“我要以最饱满的精神状态迎接全市数千名学生的‘检阅’。”郑老师如是说。三天来，已经有3121人次观看了郑老师的课程。德兴一中历史教师徐芳玉，1998年教学至今，一直本着“教书育人”的使命，兢兢业业，从不懈怠自己。本次她接到的是录制《红色文化》一课的任务。她说：“疫情当前，能为抗疫尽一点微薄之力是自己的荣幸。同样参加录课的还有德兴二中的余建梅老师。余老师本次接受的是省级课七年级语文《回忆鲁迅先生》。自接受任务以来，余老师就一心扑在录课准备上，收集资料、备课、磨课，她花的时间和精力不会比任何人少，力求完美的她只为给孩子们呈现最好的课堂。线上教学，也有部分家长担心孩子的学习质量。针对这个问题，市教体局同学校研究后决定，在学生回校上课后，学校将组织开设衔接课程，优化课程设置，确保学生普遍掌握后，再开始正常教学工作。10日上午9时，“赣教云”课程通过电视、网络开播了，学生通过电视、电脑、平板、手机等多种方式进行学习的画面也陆续反馈了回来，看到这些，筹备线上教学的这些人终于会心地笑了。线上学习，一个不漏是基本要求在准备线上教学之前，教育股就进行了大量的调查摸底。第一天的数据统计上来，全市还有484名学生因为没有可视设备等原因无法参加线上学习。市教体局党政班子积极应对，立即通过市新型冠状病毒肺炎疫情防控应急指挥部，向广大市民、在外的德兴乡友、社会各界的爱心人士发出倡议，募集学习可视设备。华建手机城、德兴电信公司等爱心商家和企业在看到倡议书后，第一时间送来了智能手机以及流量卡，为这些孩子解了燃眉之急。接受了这些捐赠，怎么把它们送到学生手中却还是个难题。2月4日开始，德兴就加强了车辆出行管控，一些村里甚至出现了硬核的封路措施。为了早日把设备送到孩子手中，市教育股、电教站的工作人员，起早摸黑，跋山涉水，徒步将这些设备一一送到了孩子们的手中。“看着孩子们那欣喜的眼神，家长们那种想握手表达感谢又因为疫情不便上前，只是不停地拱手说着谢谢、谢谢……，我感到非常满足。”教育股参加送设备给学生的江红良这样说。线上学习没有教材怎么办？由于疫情来的突然，新学期教材还没有发到学生手中。怎么解决这个问题？市教体局向市新型冠状病毒肺炎疫情防控应急指挥部报告了困难。指挥部研究决定，由市新华书店把教材发送到各学校，请乡镇（街道）在不聚集、确保安全的前提下，抓紧组织村居、村小组干部，及时与本地中小学校联系，积极承担每户学生的教材发放工作。此外，市教体局与市物流协会取得联系，部分学生通过快递的形式拿到了教材。学校也积极发挥家长学校和志愿者的作用，为学生送教材上门。截止2月20日，德兴所有学生已全部收到了新教材。“停课不停教、停课不停学”是互联网+教育重要成果的应用展示，花桥小学根据实际做好开学前“一校一策、一班一案”的工作预案，并根据实际调整教学计划，指导学生线上学习，确保学生学习成效。”德兴市花桥小学的康欢老师说。（程存财 周银福 胡坤明） ,,, 1,1,02月25日 10:17,360安全浏览器
红城发布,https://weibo.com/5066635908?refer_flag=1001030103_,【做好开学准备！我市各学校开展疫情防控及复学筹备工作！】#红城信息播报# 针对疫情，我市各县（市、区）教育主管部门和市属高校正多方统筹，做好开学物资保障。在确保教材到位、教师用书到位、教学用具到位的同时，对体温测温仪器、消毒液、医用酒精及相关工作人员防护服、口罩等防疫物资的准备正在开展，确保复学工作。同时，教育部门联系当地卫生防疫部门，组织各级各类学校对教师、食堂从业人员、宿管人员、安保人员、校医、配送公司工作人员等开展专题培训，进一步提升教职工应对疫情能力，规范各类人员管理，培养一批懂防疫、会使用相关测量仪器的人员。 ,,,,1,02月25日 10:10,微博 weibo.com
太康宣传,https://weibo.com/3095532297?refer_flag=1001030103_,省委省政府召开专题会议部署下一步疫情防控工作 全面贯彻落实党中央国务院部署要求扎实做好节后复工复学疫情防控工作O省委省政府召开专题会议部署下一步疫情防控工作 全面贯彻落实党中央国务院部署要求 扎实做好节后复工复学疫情防控工作,,,,,02月25日 10:03,搜狗高速浏览器
啊MUNAN,https://weibo.com/5769769631?refer_flag=1001030103_,#网课吐槽大赛#在疫情没有解决方案之前，网课再不好还是要坚持，毕竟复工复学要是有什么万一，没人承担得起，也求求大家别给国家增添负担了！可能很多人觉得说“给国家增添负担”听起来不可怕，但是如果我现在告诉你：假设你们家孩子复学了 不幸感染了，先不说学校、政府、其他单位要怎么样，你们自己就没得安宁，人钱物都得有一定的损失，假如这样的情况不止一个人，又会造成第二次疫情大传播，这带来的后果有多严重，没有人能想象！除了个人的人钱物的损失，还要增加医生、国家的负担，简单点说，至少所有的东西都会供不应求、物价会上涨，尤其是医疗用品，至少又会导致二次停工停产停学，总之整个国家前面的努力都会前功尽弃！所以，如果不是非得复工复学不可，就请大家一起努力，一起再忍一忍，我们一定能够战胜它的！ ,,,,2,02月25日 09:54,荣耀10 AI变色更潮美
碰碰狐PINKFONG,https://weibo.com/5361205317?refer_flag=1001030103_,"#碰碰狐PINKFONG# #日常状态# 是不是像极了,等待复工复学的你们", 3, 3, 15,11,02月25日 09:54,微博 weibo.com
在信阳,https://weibo.com/2411362032?refer_flag=1001030103_,【满足出行需求助力复工复产，信阳市公交公司开通定制服务】2月23日，从市公共交通总公司获悉，即日起，为满足我市复工复产复学通勤出行需求，降低交叉感染风险、阻断疫情传播，市公共交通总公司在疫情防控期间面向社会，为有需求的单位和个人提供公交定制服务。据悉，为防控疫情，保障乘客安全，市公共交通总公司将严格按照交通运输部《公共交通工具消毒操作技术指南》要求，对所有参运车辆进行消毒、通风，驾驶员上岗前测量体温，上岗时佩戴口罩、手套等防护用品。同时，为每台参运车辆配备一名防疫员，对所有乘客进行红外线体温检测，指导乘客规范佩戴口罩，使用支付宝等扫码，并进行实名登记。（信阳日报）#全国24地新增病例为0##信阳抗疫在行动# ,,, 148,190,02月25日 09:49 转赞人数超过100,
周口共青团,https://weibo.com/2281303297?refer_flag=1001030103_,共青团周口市委:关于做好新冠肺炎疫情防控期间复工复产复学有关工作的通知共青团各县（市、区）委：为奋力夺取疫情防控和全年工作目标“双胜利”，充分发挥我市共青团组织在助推复工复产复学方面的积极作用，经研究，现将有关要求通知如下。一、主动对接主动与产业集聚区、工业园区对接，合理有序参与复工复产有关工作，做到雪中送炭；主动与教体部门联系，引导青年教师在引导学生学习的同时，合理安排作息时间，为复学做好充分准备。二、强化品牌充分发挥青年志愿者、青年文明号、青年突击队、青年安全生产示范岗等“青”字号工作品牌为载体，引导广大青年积极参与，有效行动，引导他们在本职岗位上为复工复产复学贡献力量。三、丰富载体1.防控知识重普及持续发挥团属新媒体平台的作用，及时传递权威信息，加大防控知识宣传，有针对性为企业复工复产做好防疫宣传。2.思想引领重强化发挥“青年大学习”的作用，把疫情防控作为青少年思想引领的重要时机。3.政策信息重宣传及时宣传我市企业复工的相关政策，协助办理复工企业职工出入证、复工登记证等，让企业坚定复工信心。同时，广泛宣传创业贷款、创业免租等优惠政策，鼓励广大青年在家门口就业创业。4.同心协力重生产针对企业复工复产面临的难题，主动参与招工信息发布、物资运输、秩序维护、场地消毒等志愿服务。5.员工心理重疏导组织心理咨询志愿者，积极参与企业职工心理疏导，减轻不良情绪，做好复产工作。6.生活服务重解难对复工复产企业员工理发难、租房难等问题，组建理发志愿者服务队，走进企业为职工义务理发。了解职工需求，有针对性的提供租房对接等服务。共青团周口市委2020年2月21日 ,,,,,02月25日 09:35,搜狗高速浏览器
鄂尔多斯机场,https://weibo.com/2398679825?refer_flag=1001030103_,【助力复工复学|鄂尔多斯机场恢复并优化部分航班（航班执行计划2月23日更新）】 针对各企业单位、学校复工复学实际情况，鄂尔多斯机场响应国家号召，快速行动，在严格做好防控工作的基础上，自即日起将陆续恢复、优化部分航班，以满足旅客出行需求。目前鄂尔多斯机场正在积极协调各航空公司陆续进行航线恢复，尤其对有需求的航点进行优先恢复。现已恢复2月26日、2月28日、3月1日-28日间鄂尔多斯至上海浦东往返航（FM9414/9413），共计60架次。同时，由鄂尔多斯飞往其他省市地区的航线也在陆续恢复中。O助力复工复学|鄂尔多斯机场恢复并优化部分航班（航班执行计划2月23日更新）@鄂尔多斯发布 @鄂尔多斯日报 @鄂尔多斯新闻网 @鄂尔多斯社区网 ,,,,,02月25日 09:19,微博 weibo.com
小战很赞的亚子,https://weibo.com/5682764229?refer_flag=1001030103_,我真的不想上网课我想回学校我想复日复学,,, 2,4,02月25日 09:15,HUAWEI Mate 20
乐清教育,https://weibo.com/2482699383?refer_flag=1001030103_,【朱景高到乐清督查指导校园疫情防控及复学准备工作】2月24日上午，温州市教育局党委委员、副局长，市人民政府教育督导室专职副主任朱景高，率职成教处、考试院负责人到乐清督查指导学校开学前疫情防控工作。,,, 3,,02月25日 09:13,360安全浏览器
柱子1943,https://weibo.com/2890676291?refer_flag=1001030103_,真正的复工，准备复学了。已经到处都堵车了，各位多注意防护吧 2北京·定慧寺小区,,,,,02月25日 09:04,HUAWEI Mate 20 Pro
泰安12345,https://weibo.com/5186262924?refer_flag=1001030103_,#泰安身边事# #泰安12345便民信息# 【速转！山东省启用复工复学电子健康通行卡（附申请渠道）】为做好新冠肺炎疫情防控工作，有序推动复工复学，日前，省委疫情处置工作领导小组办公室下发通知，决定依托电子健康卡开通线上办理复工复学人员电子健康通行卡业务。通知明确，在山东省境内连续居住14天及以上，因复工复学需要出行至异地的(以下简称出行人)，可申请办理电子健康通行卡。电子健康通行卡办理实行出行人自行填报承诺、大数据平台核验、管理人员核验签发三重管理。出行人线上提出出行申请、填写相关基本信息并作出真实性承诺。省全民健康信息平台根据后台疫情相关大数据记录进行核验。出行人所在社区(村)疫情防控小组授权管理人员(以下简称签发人)据实进行核签。经授权的企事业单位也可为本单位人员核签电子健康通行卡。电子健康卡可在“健康山东服务号”微信公众号和“爱山东APP”申请办理。签发后电子健康通行卡将根据核签情况呈现三种颜色之一，即红色、黄色、绿色。其中红色代表不满足出行条件，应向所在社区(村)或单位报告，必要时通报当地疫情防控部门；黄色代表需要信息进一步完善核实后通行(如测量体温等)，或者健康通行卡已过期、需重新申报；绿色代表可以直接通行。电子健康通行卡自办理之日起5天内有效，并在5天内通过省全民健康信息平台进行疫情大数据动态比对管理。有效期内出行人需每日打开“健康上报”模块，点击“每日健康上报”，填写个人体温及健康状况后提交，以保持电子健康通行卡为绿色。 , 2, 2, 6,8,02月25日 08:58,搜狗高速浏览器
六尺又七寸,https://weibo.com/1623020973?refer_flag=1001030103_,02月25日 08:56  来自 胡歌老婆的Android,,, 1,4,02月25日 08:56,胡歌老婆的Android
R11Nov,https://weibo.com/1662273580?refer_flag=1001030103_,仙流早安！各位仙流小伙伴儿们，复工复学了没？歇了大半个月，一上班早起格外困哇,,,,3,02月25日 08:48,仙流超话
武夷山台兰旺生,https://weibo.com/1862277355?refer_flag=1001030103_,【聚焦新冠肺炎:武夷山机场航班逐步恢复助力复工复学】 针对各企业单位、学校复工复学实际情况，武夷山机场积极响应，快速行动。在严格做好防疫工作的基础上，自3月1日起将恢复部分航班，满足旅客出行需求。首批恢复的航班有武夷山至西安 、武夷山至厦门 、武夷山至成都  。由武夷山飞往其他省市地区的航线也将陆续恢复。 , 4, 4,,,02月25日 08:48,华为手机 畅享玩不停
东丽气象,https://weibo.com/3213457920?refer_flag=1001030103_,02月25日 08:41  来自 360安全浏览器,,,,1,02月25日 08:41,360安全浏览器
第一亿颗星,https://weibo.com/3788559921?refer_flag=1001030103_,02月25日 08:26 转赞人数超过10, 2, 2, 5,13,02月25日 08:26 转赞人数超过10,
真善美_2049,https://weibo.com/1931187390?refer_flag=1001030103_,山东启用复工复学人员电子健康通行卡扛牢防控责任，抓好复工复产，山东：启用复工复学人员电子健康通行卡。 L[早安山东]扛牢防控责任 抓好复工复产 山东：启用复工复学人员电子健康通行卡,,,,2,02月25日 08:12,iPhone客户端
济南时报,https://weibo.com/1711530911?refer_flag=1001030103_,#山东疫情# 【90s看济南最大服装城首日营业：商户营业率50%以上，春装上新ing】24日，济南泺口服装城正式营业。服装城采用承诺书形式，所有人员必须承诺，没有去过湖北，没有去过武汉，没有接触过去过武汉的人员，没有接触过疑似人员。进入商场需提供“身份证”和“山东省复工复学健康人员通行卡”两项证明。首日开业近3000家商户营业，占商场商户的一半以上。目前商户的主要工作以春装上新为主，部分冬装打折销售，低至100元5件。商场内客流量较少，零散有外地来济进货的服装店主。（记者王锋；剪辑刘晓东）L济南时报的秒拍视频 , 50, 50, 169,444,02月25日 07:19 转赞人数超过300,专业版微博
株洲新闻广播,https://weibo.com/2119287657?refer_flag=1001030103_,#1012节目话题# 【一路领先今日话题】近日，关于湖南省开学时间的“谣言四起”。不少家长都在打听，我省新冠肺炎疫情出现积极向好的趋势，是不是意味着可以马上复学了？复学该注意什么？关于什么时候复学，湖南省疾控中心应急办主任刘富强，明确表示：“要复学，需要在疫情得到控制之时，目前不宜开学。”具体开学时间，相关部门将视疫情防控情况，经科学评估后确定，届时提前向社会公布。今日话题：这段时间你和在家上网课的孩子，相处的怎么样？ ,,,,2,02月25日 07:16,微博 weibo.com
齐鲁网,https://weibo.com/1893761531?refer_flag=1001030103_,#山东战疫#【山东启用复工复学人员电子健康通行卡，省内连续居住14天，无可疑症状即可办理】为做好新冠肺炎疫情防控工作，有序推动复工复学，日前，省委疫情处置工作领导小组办公室下发通知，决定依托电子健康卡开通线上办理复工复学人员电子健康通行卡业务。通知明确，在山东省境内连续居住14天及以上，因复工复学需要出行至异地的（以下简称出行人），可申请办理电子健康通行卡。电子健康通行卡办理实行出行人自行填报承诺、大数据平台核验、管理人员核验签发三重管理。出行人线上提出出行申请、填写相关基本信息并作出真实性承诺。省全民健康信息平台根据后台疫情相关大数据记录进行核验。出行人所在社区（村）疫情防控小组授权管理人员（以下简称签发人）据实进行核签。经授权的企事业单位也可为本单位人员核签电子健康通行卡。通知明确，出行人连续14天以上没有发热（37.3℃以上）、持续干咳、乏力等症状，且排除以下情形的，可申请办理电子健康通行卡：1.被诊断为新冠肺炎确诊病例出院后观察未满14天的； 2.疑似病例、阳性感染者，未治愈或隔离观察未满14天的；3.被确定为新冠肺炎确诊病例、疑似病例和阳性感染者的密切接触者，未解除隔离医学观察的； 4.离开本省行政区返回后居家观察未满14天的；5.与疫情高发省区人员有接触史，隔离观察未满14天的。电子健康卡可在“健康山东服务号”微信公众号和“爱山东APP”申请办理。电子健康通行卡自办理之日起5天内有效，并在5天内通过省全民健康信息平台进行疫情大数据动态比对管理。 , 34, 34, 145,135,02月25日 06:29 转赞人数超过90,360安全浏览器
Tsubomi_Barbara,https://weibo.com/1250081290?refer_flag=1001030103_,02月25日 06:02  来自 HUAWEI Mate 10 Pro,,,,2,02月25日 06:02,HUAWEI Mate 10 Pro
华米科技,https://weibo.com/5230569371?refer_flag=1001030103_,今天，华米科技海外采购的最后一批防疫物资——非接触式红外额温枪，已到达华米合肥。我司通过现场捐赠的方式送达省内的多所高校、政府防疫机构、交通运输部门及社会团体。小编温馨提示：目前正值复工、复学潮，疫情防控不能松懈！愿每一个笑容都能重逢于蓝天之下, 6, 6, 10,58,02月25日 05:09 转赞人数超过40,
豚骨拉面配阔乐,https://weibo.com/2107852313?refer_flag=1001030103_,抑郁症为什么最近每到晚上，我情绪就会很崩溃，一直这样我要精神衰弱了。通宵了好多个晚上，只有早上六七点才能睡，而且而且我一直觉得自己好没有用啊，我为什么会这样。我大学根本就毕业不了，休学了一年，现在大四挂科的还没有补回学分，对当初我根本不想复学，家人一直在逼我，以死相逼，不然就要断绝关系，再也不能回家，我说我跟不上她们的进度，可不可以让我从大一那样子读，他们不仅不肯，还说让我死外面，对这些弄成这样都是我造成的，我真的好没有用。好累。 ,,, 1,,02月25日 03:23,抑郁症超话
新浪广西,https://weibo.com/3574611155?refer_flag=1001030103_,#广西抗击新冠肺炎#【广西疫情防控指挥部最新决定：立即成立都安指导组！】今天（2月24日），自治区新冠肺炎疫情防控指挥部召开工作会议，会上强调，要立即成立自治区疫情防控指挥部都安指导组，确保都安统筹防控和发展工作在指导组统一指挥下开展。二要加强加快医疗诊断救治，提高治愈率，为实现控增量、减存量贡献力量。三要加强防护物资保障供应，想方设法满足复工、复产、复学后的不断增加的口罩需求。四要加强对医护人员特别是抗疫一线医护人员的关心爱护，落实好一线医护人员补贴、轮岗轮休等政策。激励关爱奋战在抗疫一线的基层干部和工作人员，做好他们的工作和生活保障。五要加强我区公共卫生服务体系建设，按照既定规划和方案加快后备应急医院建设，健全各级疾控体系，着手研究加强和完善我区公共卫生领域相关法律法规建设。由自治区发改委、财政厅、工信厅、统计局牵头，成立强化政策帮扶及经济运行分析调度工作专班；由自治区公安厅、交通厅牵头，成立强化交通物流畅通工作专班；由自治区地方金融监管局、人民银行南宁中心支行牵头，成立强化金融信贷支持工作专班；由自治区人社厅牵头，成立强化就业用工帮扶工作专班；由自治区工信厅牵头，成立强化防控物资保障供应工作专班；由自治区商务厅牵头，成立强化外贸外资外企工作专班。#关注广西新型肺炎疫情##南宁爆料#（来源：广西新闻频道） 2南宁 , 6, 6, 29,145,02月25日 02:56 转赞人数超过90,
AAAaaaya3,https://weibo.com/1812063215?refer_flag=1001030103_,#韩国 青岛#现在韩国人都往中国跑 真的感觉韩国要大爆发了 这几天家人和朋友也都劝我休学半年 知道他们是为我好 但是对于我们留学生而言 休学也并不是那么简单的事。首先休学之后再复学要办理的手续真的好麻烦 牵扯到登陆证 签证 银行存款证明啥的也要重新开最重要的一点是休学半年的话完全打乱了我之前所做的一切规划 在家的半年要干什么 并且还牵扯到之后延期毕业的问题学校的学费也交了 宿舍也好不容易申请到了 现在突然来这么一件事 27号就要飞韩国了 到现在都没办法确定到底是去还是不去 2兰州 ,,, 58,14,02月25日 01:44,iPhone客户端
sugaeey,https://weibo.com/3592045383?refer_flag=1001030103_,#韩国 青岛# 大半夜看到这种热搜很生气哈，这个时候就严禁外籍人入我国境内吧大批韩国人这时候涌入青岛，请问青岛人民做错了什么我们隔离的1个月岂不是白费了复工复学又要等到什么时候, 2, 2, 7,54,02月25日 01:00 转赞人数超过30,
黑色的是那夜晚,https://weibo.com/6314761146?refer_flag=1001030103_,02月25日 00:40  来自 iPhone客户端,,, 1,,02月25日 00:40,iPhone客户端
WB焖面,https://weibo.com/3251488972?refer_flag=1001030103_,02月25日 00:30  来自 HUAWEI nova 2s,,, 2,5,02月25日 00:30,HUAWEI nova 2s
睡不醒的三萬,https://weibo.com/2633184894?refer_flag=1001030103_,抑郁症哦吼，该来的还是要来了虽然复学手续还没办完，但依旧是个准毕业生，上网课之余写论文，奥利给#2020年应届高校毕业生有874万##如果学校再不开学##延迟开学是否会影响毕业# #抑郁症对人的影响有多大#,,, 1,1,02月24日 23:52,抑郁症超话
一闪一闪blingnling,https://weibo.com/6923236618?refer_flag=1001030103_,羽生结弦正能量学习区#羽生结弦正能量学习区#今天把咖啡撞倒了整个书桌都飘着☕️香还有我的冷泉港第二性王小波集霍乱第七天…我真的一点都不心痛今天的状态也好差讨厌吃药🙃但是好歹重新把计划又梳理了一遍发现上周的目标达成了√快乐事情一件√但是又多了好多杂事要是复学也和休学一样简单就好了明天早晨洗个澡就会是新的一天啦 ,,,,2,02月24日 23:30,羽生结弦正能量学习区超话
青岛生活杂志,https://weibo.com/3287400213?refer_flag=1001030103_,#青岛身边事# 【山东省下发通知！将启用复工复学人员电子健康通行卡！附办理攻略】目前支付宝通道已经开启，爱山东app办理通道正在升级，暂时无法提供服务。#青岛爆料# 2青岛, 14, 14, 15,27,02月24日 23:13 转赞人数超过30,OPPO Reno3 Pro 5G
旺仔牛奶亭甜,https://weibo.com/5485934599?refer_flag=1001030103_,02月24日 23:05  来自 白敬亭的小白鸽,,, 2,2,02月24日 23:05,白敬亭的小白鸽
陈文茜贴吧,https://weibo.com/5287176816?refer_flag=1001030103_,02月24日 22:46 转赞人数超过10  来自 360安全浏览器, 1, 1, 10,25,02月24日 22:46 转赞人数超过10,360安全浏览器
可是我想开餐厅也想去旅行,https://weibo.com/5958336522?refer_flag=1001030103_,《〈寒假进行式防疫知识点—复工复学开始啦！〉》@淮秀帮 真是个宝藏配音大bang派 实名仰慕❣️❣️紫薇还有淳儿那几个真的太像了！！把声临其境 天天向上喜欢的片段进行了简单排序（也是为了方便看王博子哈哈哈的亚子💚 L可是我想开餐厅也想去旅行的微博视频,,, 1,,02月24日 22:30,微博国际版
