no,comments
869,奥力给
870,要买双层的，单层的的烫手
871,果然没有让我失望&hellip;质量没得说，款式没得说！！
872,杯子比开始感觉的要小一些，不过还是蛮好看的，趁着活动买了一个，试了一下不漏水
873,实用与艺术的结合
874,精致，美观大方，满意！
875,不是很好   盖子拧好偏的  怀疑是不是正品
876,杯子挺好的，一开始还以为会有保温效果，这个没有保温效果的。
877,做工精细，时尚美观，很有档次，非常满意！
878,原来买过一个，这一版滤网更细了，可以有效防止茶渣漏在汤里。
879,虽然中间快递有点曲折，但是杯子的质量很好，爸爸很喜欢😘
880,挺好用，两头可开，这下不用喝满嘴的茶渣渣了
881,给老爸买的，他很喜欢质量也不错
882,有水漏出来一点点
883,茶杯挺好用，就是杯子盖感觉没有图片上看到的那么好，质量差点。
884,茶水分离，满口无茶渣，要想好茶好具泡，就选花间道茶杯，抓紧下单，即刻拥用。
885,送给爸爸的礼物，他很喜欢
886,宝贝收到了  和描述的一样  好评
887,杯子非常不错，如果容量再大点就更好了
888,双11买的，看着还不错哦
889,茶杯很不错 结实又干净
890,上杯口垫圈容易脱落，其他暂无毛病!想再买一个能否补发一个垫圈？
891,很好，我很喜欢。
892,实用性强，质量挺好
893,质量不错
894,用着不错。不过装茶叶的那个漏斗能稍微再大点就更好啦
895,此用户没有填写评论!
896,特别好，很喜欢 用热水多烫烫
897,挺好的，嗯，玻璃比较沉，看起来挺上档次的感觉物流也很给力。
898,非常满意的一次购物，之前还担心漏水，试了一下一点都不漏。
899,颜值很高玻璃很厚。就是塑料把手在打开杯子的时候在响
900,好用，好看，新颖，有点贵。
901,头一次买这牌子，挺好用方便
902,做工很好，很适合在办公室用，超赞👍
903,设计合计，如果再精细一点就好了
904,很漂亮，实用，不会漏水，但过滤的那个比较软，怕被捏坏
905,不漏水看着高大上。
906,外边有划痕，不过接受了
907,好用，不过茶仓太小，适合泡泡红茶
908,收到，看质量是不错的，先用用看。
909,除了手柄容易坏，再什么都好。
910,看着蛮不错的，还没用呢，用量再追评
911,做工不错，两边不漏水，设计很科学，非常满意
912,一倒水就漏，两头盖子盖不紧
913,好用，目前不漏水，同事看了也要买
914,质量还不错，容量小了点。
915,不保温，单层的
916,买给老公泡茶喝的，他觉得还不错！
917,杯子有点小，不过喝水刚好
918,此用户没有填写评论!
919,普普通通，做工粗糙，有几处小瑕疵
920,放在学校喝茶用 还不错
921,美观大方，非常好。
922,带把杯子，拿着方便，有点小状况，联系了卖家，马上就解决了，服务超好。
923,真不错 目前不漏水 感觉也很有重量
924,有三点特别不满意：第一是刚发过来的货有一端杯盖没有配橡胶垫导致杯子漏水，后来通过联系客服补发的杯垫；第二是杯盖拧紧后和杯身切合不紧密，一边凸出来了，影响手感；第三是玻璃杯身和黑色橡胶交接部分很脏，应该是原带的，因为我杯子没用几次。总体来说很不满意，很不满意
925,老公很喜欢。就是400ML的感觉好小。
926,宝贝已收到，很好。就是买小了，再买一个大一点儿的。我会推荐
927,大容量 做工精美 非常满意
928,杯子不错很好用，也不漏水，如果再大一点就更好了
929,质量不错，刚到手一天被抢走了，唉。又下一单
930,杯子不错！很满意！不漏水！泡茶方便！
931,宝贝很好，质量过硬，使用方便。
932,没有想象中的那样，一分钱一分货吧
933,再次购买了，设计合理。售后处理问题也即时。
934,原价肯定虚高！这个价格是物超所值！赞一个！
935,快递快  杯子款式也高大上  不错不错
936,做工不错，很实用的杯子。真的不错
937,不错，有了这个就不用每次都洗那些杯啊泡茶壶这些了，不用那么麻烦了！
938,垃圾，两头都漏水
939,非常喜欢这种设计，同事也都很喜欢，好评
940,东西喜欢，待用后再追评。
941,可以的，办公室用
942,要是能保温就更好了
943,宝贝不错和描述的一样好评
944,同事让我买俩，忘了，再买一个
945,买第二个了，比第一代更大方了！
946,还不错，用着挺方便的
947,非常棒的水杯 很方便，茶漏空很小，不会漏渣儿
948,造型简洁，质量不错
949,挺好的，价格实惠值得购买
950,跟描述的一样。。喝茶方便多了
951,一如既往的好用，就是配件维护时间太短了
952,一般，装茶的漏网太小
953,还行，拧不紧会漏水
954,杯子不错，密封性不错
955,看起来还不错，正在用
956,质量不错，手感也很好，物有所值。
957,此用户没有填写评论!
958,快递居然送到隔壁小区的丰巢柜，害我跑了一站路，差评
959,总体不错，收到几天了才评价，不好意思
960,宝贝已收到 产品制作的很精细 美观实用 商家的服务和物流也都挺好的 特给予好评
961,不错的杯子，对得起这价格
962,手感不错，非常厚重
963,这是我用过最好的茶杯了，不知道能不能用长久。
964,双盖版，很OK，不错不错(*๓&acute;╰╯`๓)♡
965,质量不错的一款宝贝，好评(o^^o)
966,非常满意
967,这个设计不错，用起来非常方便
968,杯子很不错，很实用，下次还会再来。
969,选朋友的，应该没问题。
970,两头通，两用，好用
971,东西收到了，挺不错的，推荐大家购买
972,看起来挺好的，我喜欢、发货速度快！卖家态度好！希望下次合作更愉快！
973,还不错 质量挺好
974,还不错，质量挺好的
975,此用户没有填写评论!
976,目前来看，还可以&hellip;&hellip;&hellip;用几天在来评价
977,领导很喜欢  👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻
978,给老公买的，不漏水
979,阔气 好用 花间道忠实老客户
980,很好，大小差不多，喝茶很不错
981,看着很好、实物呵呵
982,没用应该不错，先给个5分好评吧
983,质量下降太快
984,不错
985,握感很好，这杯子用来泡茶很方便
986,杯子收到感觉很满意，用着很方便
987,给舅舅买的。舅舅很喜欢
988,男朋友很喜欢
989,东西非常不错。。。
990,给老公的，还不错
991,刻的字超级丑，卖家一点责任心都没有
992,隔热不行
993,质量算说的过去
994,清洗很方便。
995,好用，方便！
996,无限回购的一款杯子，家里人都用这个杯子，好评！
997,宝贝已收到很满意
998,外观大气，上档次
999,收到后立即使用，漏水，怎么紧还是漏水，很不满意，商家着0怎么处理？
1000,不漏说 没有异味，是理想的水杯
1001,老公挺喜欢的
1002,这个还是不错的，一下子买了很多
1003,帮同事又买的
1004,用它泡茶喝了;感觉还不错，水杯挺好，满意！
1005,滤网太小了，不太好用，有些失望
1006,杯子和卖家介绍的一样，非常好。
1007,不是很好用，跟想象的不一样
1008,杯子质量很好，用了一下很方便，发货速度很快，卖家服务也好，目前很满意。
1009,报备做工精良，用着非常好！
1010,好，好，好。大叫三声好，说明我喜欢！
1011,不是特别好用，总感觉泡不透
1012,此用户没有填写评论!
1013,宝贝不错，挺好的
1014,做工很好
1015,东西不错
1016,不错的东西
1017,不错的宝贝  好评
1018,质量非常好，杯子也很好看。
1019,这款杯子不错，非常喜欢，泡茶很方便，
1020,挺不错～很喜欢～合我心意
1021,第二次购买，东西很好。
1022,滤网很细，质感有点欠缺。
1023,完全不漏水，确实不错
1024,好的，已经用上了，没有漏
1025,还没用，用了再来追评🤗
1026,第二次购买了很好用
1027,宝贝收到，完好无损。非常完美，好评！
1028,很好很满意，符合我的要求
1029,杯子到了用着不错好评
1030,杯子挺好用的，洗很方便
1031,发货快，老公很喜欢。
1032,看上去不错/还未用/
1033,在他家买了四个被子啦，送人也好，满意
1034,宝贝不错
1035,还没用！看去很赞
1036,活动价购买，性价比高。升级版给力。
1037,很好，很满意，出差刚回来，所有确认评价晚了
1038,颠倒颠的杯子，有意思！哈哈！
1039,不错的茶杯，满分好评
1040,做工精细，滴水不漏
1041,不漏水，适合泡茶喝
1042,使用方便，推荐购买。
1043,用了一个星期。没问题
1044,商品 描述一致
1045,双十一买的，居然到货很快，赞一个。
1046,质量和形状不错，值得购买，老板服务很到位。
1047,一如既往地好评！
1048,此用户没有填写评论!
1049,还不错，至少不漏水
1050,很不错 值得购买
1051,一如既往地好评！
1052,挺不错的，相当实用
1053,此用户没有填写评论!
1054,此用户没有填写评论!
1055,杯子用着还不错
1056,非常好用 使用的茶杯
1057,非常好的质量，值得购买
1058,先用用  希望不漏水
1059,漂亮，满意。
1060,"收到,蛮不错的水杯,值得购买!"
1061,"收到 ,蛮不错的水杯,值得购买!"
1062,我爸很喜欢～～哈哈哈哈哈
1063,老亲爷很喜欢哦
1064,好用 好漂亮的杯子
1065,不错很好，很漂亮。
1066,杯子相当不错啊
1067,一个人的🍵    挺好！
1068,很实用的杯子，👍
1069,很好很好，非常喜欢，设计合理
1070,挺好的东东，不错不错的。
1071,挺好的，实用方便
1072,客服非常耐心，解答使用方法
1073,可以好用
1074,不错 不错 会回购
1075,第二次买， 送客户的， 很不错
1076,店家服务态度非常棒，杯子质量也很好，赞赞赞
1077,满意🈵好评！
1078,很实用很喜欢！
1079,此用户没有填写评论!
1080,此用户没有填写评论!
1081,满意🈵好评！
1082,好评全五分。
1083,用了几天挺好的
1084,不错，杯子很高档，送礼首选
1085,就是有点小
1086,目前看挺好的
1087,杯子很喜欢
1088,很好用的杯子。
1089,用着还不错
1090,杯子就是好！
1091,挺好的，400ml还是小点，泡茶不错
1092,售后很贴心
1093,东西收到了，还不错
1094,给爸爸买的，很不错&hellip;&hellip;
1095,买来办公室用的，我平时没别的爱好，就是喜欢喝茶，以前其他的杯子泡茶只能一直泡着时间久了就会泡浓了，这个杯子茶水分离设计用起来也简单一倒一正就可以，关键价格还很便宜。而且玻璃材质也很好，非常透亮，里面完全没有杂质。很满意。
1096,好用，大气！
1097,好用 不错哦
1098,很好不错
1099,容易漏水
1100,此用户没有填写评论!
1101,相当不错
1102,杯子不错
1103,杯子好用。
1104,相当的不错
1105,&zwj;还不错
1106,推荐购买。
1107,非常好用
1108,非常满意。心目中理想的杯子。好评！
1109,很不错，爸爸很喜欢
1110,此用户没有填写评论!
1111,很好用谢谢！
1112,还可以吧
1113,还不错吧
1114,质量很好，超级喜欢！
1115,还好
1116,第二次购买了
1117,宝贝收到了，好喜欢
1118,此用户没有填写评论!
1119,质量不错。
1120,质量不错，
1121,双十一价格优惠！！
1122,还没用呢
1123,买给家人
1124,质量很好。客服的售后服务非常到位。
1125,实事求是来评论，。这个价格这个做工真的不值得，底下那个盖子会进水进了就出不来了，上面的盖子拧紧后盖口一边突出一边整齐。唯一好点的就是真的不漏水。
1126,此用户没有填写评论!
1127,非常好！值得推荐！
1128,物流太**了！肉B
1129,很好，挺喜欢的来支持下
1130,很好，不错，没有一点渣渣！
1131,用着挺好的 ，满意。
1132,第二个入手，
1133,很好！期待使用表现！赞！
1134,质量好，准备在买一个
1135,已经买四个了，喜欢
1136,物流很快，密封做的很好
1137,挺好的，确实挺好的的
1138,挺好的，确实挺好的的
1139,挺好的，确实挺好的的
1140,二次购买，好评
1141,杯子质量真心不错，样式很大气，刻字工艺也非常好，送领导的，领导非常喜欢，滤网也很细致，高大尚，办公室用很有范。推荐购买
1142,好用，不错，发货快！
1143,不错，好用！
1144,挺好的，双盖很方便
1145,很期待，很喜欢这样的设计，但是有时候太期待反而收到货时更难受，客服说心里话，很专业解释的也非常好👍，态度真的很好，这点我挺佩服的，但是一码归一码，杯子的质量真的要好好改善，我也不想下次倒水再给烫到手了。套用网上流行一句话本以为是王者，没想到是青铜，不过这个价格确实也不能有太多要求
1146,好，不错。
1147,就一个字，很喜欢
1148,不错，正在使用中
1149,上下两边可拆卸，可以控制茶的浓度，网很细密，与传统网漏茶杯相比，是更方便的，唯一不好的是不泡茶的时候，上面的漏有点碍事了，保温效果也很好ヽ(⌐■㉨■)ノ♪♬，很不错。
1150,发货速度很快，卖家服务也好，目前很满意
1151,不错，挺好的
1152,实用，不错
1153,挺大的，不错
1154,好用，不错
1155,不错，好用
1156,非常喜欢。
1157,收到。好评
1158,挺沉的，不错
1159,商家服务很好，
1160,此用户没有填写评论!
1161,质量不错
1162,不错，挺好的！
1163,办公室喝茶都在用这种款式的杯子，但是其他的杯子要吹茶叶很麻烦，经常把茶叶喝到嘴里，还要吐茶叶，带滤网的玻璃杯虽然能隔离茶叶，但是茶叶一直在里面泡着茶汤很浓很苦，影响口感。但是买了花间道的这款杯子，完全解决了喝茶时候这些麻烦事情。很实用，价格也很实在。
1164,这玩意确实比较好用，一点碎末无伤大雅，关键很好看，外带也很方便，密封性很好。牛逼
1165,"比我想象中要好,虽然本身是买来喝茶的,但是我自己会玩咖啡豆,如果滤网可以再细一些,完全可以做些city层次的清咖,粗磨豆能被完全过滤,可以作为没有咖啡机的公司职员的替代品,不用在专门准备个法压或者手冲什么的.这个建议可以提一下,哪怕单独购买更细的滤网也可以的,"
1166,此用户没有填写评论!
1167,比想象中小，买之前没仔细看，居然是双开口，，什么神仙设计，希望别双漏水就好，把手要是磨砂或者加层防滑胶就好了，很滑，很容易脱手的感觉。还没用，用后在追评吧。
1168,和普通玻璃杯大小差不多，质量一般价格偏高，
1169,很好看，质量也不错。上下两个盖子都可以打开，用哪个都一样。不过没有想象中那么大，感觉容量小了一点。
1170,杯子特别好。泡茶特别好。而且高大上。很多朋友都问我。我也推荐来买了。杯子带着特别方便。大家别犹豫。下手。
1171,在这家不知道买了多少个杯子了 同款就更多了 都是不小心掉地上摔坏的 呵呵 杯子挺好挺喜欢的 买了多款就觉得这款最好最实用 现在滤网升级网眼儿更小了 茶沫儿也不会漏茶水里了 好 摔坏再买 呵呵
1172,不错，物有所值
1173,我是看销量和评价购买的，淘宝买这么多东西第一次要认真评价了，双十一前买的，到货后就赶紧尝试，用的第二天本想给单位同事展示下，结果一翻转，水撒满了办公桌，还好电脑什么的刚上班还没开，手也没烫着没啥大问题，后来发现是滑丝了，参见视频，就跟客服沟通，最后同意换个杯体，上周六到的新杯体，试下后不再出现滑丝问题，但是倒了热水后会出现很难打开的问题，每次都异常难，最终今天在换水的时候，把儿居然断了，还割了手一下，这质量真不敢恭维，买的是最贵的升级版的，两周不到出现这样那样的问题，亲身经历，再也不会相信这个品牌了，购买还望三思。
1174,此用户没有填写评论!
1175,不错，赞一个
1176,不错，喜欢
1177,很好，很满意
1178,很好，不错
1179,值得购买
1180,非常满意
1181,不错的感觉
1182,刻字两天到货还是很快的 买的400mm 日常足够了 希望这次喝茶的杯子能陪我久一点！已经碎了五六个了！好评
1183,发货很快
1184,不错
1185,很喜欢，谢谢
1186,东西挺好，坚固，因为两头开，回来一天摔了几次，杠杠的。
1187,此用户没有填写评论!
1188,对款式、功能、颜色、容量均满意，是一次开心的购物。 不错。
1189,不错，密闭性好，希望质量能好些。
1190,此用户没有填写评论!
1191,非常好！出差喝茶方便多了，500容量非常精巧，携带方便，浓淡自己掌握，赞赞赞赞
1192,泡上茶叶后三分钟还是一片白 感觉一般有点慢 而且有一点漏水不如之前买的别的款式分离杯子
1193,物流挺快，东西有塑料味，不是很重，杯子设计新颖，两头都是杯盖哈，希望不会漏哈
1194,包装很细心，茶杯也非常好，泡好茶的杯子随身带了好几天都没发现漏水，比之前用的几个泡茶杯都好，两端开盖，一端泡茶，翻过来就茶水分离了，很巧妙的设计👍
1195,宝贝刚收到还没使用。但是款式是我最想要的这种，玻璃杯很厚实品质应该可以吧。使用以后再评
1196,还不错，就是使用还不太习惯，没有漏水的现象。装茶叶位置打开有时候会漏水。希望把手位置下次设计更有握感，全五分好评。
1197,包裹很严实，杯子够大，泡茶能看出茶色，透明玻璃很棒。
1198,此用户没有填写评论!
1199,买的和收到的完全不一样，订的太极禅乌金黑，给我发个棕色普通的。一次失败的购物，看图片对比一下就知道了。差评，差评，差评
1200,被子质量还是很不错的。 是自己喜欢的类型  颜色和办公室也很搭
1201,构思新颖，做工、用料、实用性均很好，尤其对常外出者十分方便呦。把手再新颖些、别伸出那么多好携带就完美了。推荐购卖。
1202,质量一般般，①两头的盖子宁紧后，一边缝隙大，一边缝隙小，证明螺纹制造不好。②盖子一定要拧得很紧，不然漏水。③洗茶叶不好洗。4️⃣茶叶泡开后，第二趟水很难把里面空气挤岀来。
1203,此用户没有填写评论!
1204,此用户没有填写评论!
1205,"差评！好评都是刷的！400ml的水杯根本就只有300ml,售后还要我拍视频来证明，我说了星巴克的355ml的保温杯比这个水杯容量大多了，是人家355ml不准还是你们的杯子不准？！不是因为设计还行，我就退货了！大家可以自己试试！"
1206,杯子挺不错的，用起来也方便，不用担心茶叶进到杯子里面推荐购买。
1207,毫无疑问质量真的差，拿到手就这样？从来不喜欢给别人评论，这个板都板不直我能说什么？
1208,没有发现漏水痕迹。还行，和商家描述的一样，就是小了点，下次再买个大一点的。
1209,幾好喎，兩邊都開得方便，又方便清洗，希望不會太多漏水，現在冇漏
1210,有时候没拧紧会漏水。之前以为带保温的，其实就一层玻璃，赶紧略贵。应该买单口的，两边口不实用。
1211,包装很完美不会损坏，水杯不漏水泡茶方便没有茶渣很好。
1212,用起来非常方便，喜欢喝茶的朋友们值得拥有。
1213,此用户没有填写评论!
1214,此用户没有填写评论!
1215,此用户没有填写评论!
1216,一开始有味道，拿开水泡两回就好了，其他没毛病。挺好的，目前没漏水。特别好的一款，坏了就来回购
1217,被子非常不错，也没有漏水的情况，准备开始养生模式
1218,这盖子又是划痕又是污渍的，是从哪里捡来的吗
1219,没有什么味道，在家用还不错，带出去不是特别方便。上下都能开，除了沏茶最好不要开这边，有水会有延迟的流出来！发货还是挺快的
1220,物流太慢，实物跟图片有颜色差，冲热水被体会很烫。其他都可以。拿来泡茶是不错的。平常也可以冲奶茶咖啡的。方便清洗。
1221,茶杯不错，挺厚实的滤网也是细的，只不过总感觉这产品不值那么多钱，说实话我们也是从玻璃厂商进货的所以知道玻璃这东西成本没那么高所以有钱难买人乐意。总体上挺好的。价格低廉让大众消费的更多更好。
1222,杯子不错相当满意下次有朋友买我还会介绍！全5分
1223,杯子很漂亮，手感也很好，缺点在于杯盖要拧的很紧才不漏水。
1224,非常不错的杯子，值得任何一位茶友拥有，做中国最好的泡茶杯
1225,此用户没有填写评论!
1226,和期待的差距好大！刻的字在杯盖上有点小，没有刻在杯身上。
1227,此用户没有填写评论!
1228,两边一样的，办公室泡茶必备
1229,双面开盖用起来很方便，没有异味，非常好，值得购买！
1230,不漏水，大小合适，但感觉装茶的茶隔太小了，放不了多少茶叶
1231,这个杯子非常棒，设计很好，滤网拆和装都很方便，喝茶很干净，舒服
1232,杯子不错，这个价位也就这样了，客服态度不怎么样，一副爱答不理的样子，当天没发货连个解释都没有，12号上午下单，十三号等待揽收，十四号还是等待揽收，十五号才走物流，今天才刚收到货，可能销量多了客服也牛逼了吧，反正购物很不开心
1233,感觉干部杯不错👍很实用。物美价廉 今天第一次泡茶叶，没有喝到茶叶渣。灰常开心
1234,杯子一般，喝水够用，不过物流真的很垃圾！！不急用可以等十天半月，急用的还是再看看吧
1235,包装很结实 宝贝做工精致 物超所值。
1236,一直买不错已经第二人杯子啊，很好用。这次买的小了点下次再买个大的。
1237,很不错  很满意  密封性也很好   茶水分离的很彻底
1238,差评 太一般太一般 做工根本不值这个价 还有里面的不锈钢滤网是一个圆筒和一个圆形的焊接上的
1239,其实哪有人家说得那么好，拧松点要漏水，拧紧了加开水后又拧不开，感觉一般般吧，就一个普通的杯子。
1240,我买了两个，其中有一个已经拧不严了，总是拧几扣就弹开，真郁闷！
1241,产品发货还做了抗摔处理，非常认真卖家，收到宝贝完好无损，一次满意的购物
1242,我比较喜欢带手柄的办公杯，适合我的性格：稳重。但这款办公杯的样式又融入了很多新的元素：泡茶隔离茶叶，两头都通用等等，稳重又不失新潮，很棒。本来拍的是白色的后面想想还是黑色的好看一点。客服小姐姐也很快就帮我换了。很棒！
1243,杯子拧紧盖子是歪的，关键是是拧紧杯盖会突然崩开，一次或许是意外，三天崩开四次不知道好评是怎么来的，懒得退了，中评
1244,沙币东西。谁买谁倒霉。人都被烫伤了。两头的口。拧紧了也是一倒热水就会爆开。水撒的一身都是。
1245,沙币东西。谁买谁倒霉。人都被烫伤了。两头的口。拧紧了也是一倒热水就会爆开。水撒的一身都是。
1246,东西收到了，质量不错，实物和图片一样！好评！
1247,宝贝质量不错，使用方便，物流快捷，服务周到！都给五星好评了！
1248,杯子实用性强好看价格公道关键是老板人好厚道
1249,杯子收到了，还不错，办公室静配。
1250,里面滤茶的旋进旋出手感偏软，怕哪天一不小心捏扁
1251,所看图片跟实物一致，质量不错，杯体厚度较好，初步测试密封性也没问题，外观精致。
1252,非常好用，我买了一个，我老婆看到之后也买了一个
1253,非常好用，我买了一个，我老婆看到之后也买了一个
1254,平生购物第一次给差评，买的是定制款，一直说设计好了发个图片给我，我要看效果，结果货就这样到我手里了。logo居然刻在被子的底部，那我要logo还有什么意义，跟客服沟通，客服居然说刻字师傅忙不提供设计效果，那早干嘛去了，遇到问题就往外推，没有任何解决问题的方案和态度。真是第一次遇到这样的卖家。
1255,杯子非常好大气又解释。实惠值得购买
1256,其他的都非常满意，就是感觉买小了一点，当时要是买500ml的就更好了。
1257,杯子不错，就是刚到入热水时有点漏水，过一阵子就好了。
1258,水杯到了，喜欢是喜欢但是容量还是不够大！
1259,是给爸爸买的，爸爸说很好很不不错👍值得购买
1260,杯子很好，方便，后来，垫圈掉了，客服立马免费给寄了两个，很棒！
1261,防水性不错。外观也可以。就是盖子和杯子不是完全合适，是错开的不太美观。但是不影响正常使用。
1262,茶杯收到，按客户的消费体验～刚用上能给四星已属不错。个人建议上下两端盖功能一样更好（才能拧上过滤网）
1263,办公室泡茶神器，很好用，
1264,使用了一个星期，是送给朋友咯，挺不错，赞一个！
1265,设计合理，做工还有待提高。
1266,杯子挺好的，密封性和手感都不错，对于我这种喜欢喝浓茶的人来说，唯一遗憾的是滤网有点小，可以再做大一点。
1267,不漏水，无异味。
1268,双层隔热还带一点点保温，另外防水很好，不需要用力拧紧。
1269,好看，超级喜欢，真的很赞啊啊啊
1270,货已收到，用了一天，第二天就出盖子拧不紧，漏水，加开水两头拧紧会沖出去，
1271,很不错的杯子。样式也很好看。
1272,杯子收到了，迫不及待的冲泡了茶叶，看着不错。先用用看
1273,喝茶还是挺方便的！不过玻璃杯单层的，散热太快，有点烫手！
1274,此用户没有填写评论!
1275,杯子质量可以，泡茶很方便，赞一个
1276,不是很好用，放茶叶，倒茶叶都不是很方便，滤网太小
1277,东西拿到了非常好  点赞
1278,只要是质量过硬就好
1279,很好，手感很好，也很好看，以后还会再来！
1280,泡茶杯很好用  质量很好 物流也很快   非常满意
1281,此用户没有填写评论!
1282,各位逛淘宝的朋友，千万不要买此茶杯，质量不好很容易破碎，密封圈也漏水，商家说刻字的，下单时答应得很好，货到了啥字都没刻，简直是**。
1283,可以，这杯子创意不错，尤其用来喝红茶，在办公室很是方便。刚收到发现杯子有点漏水，客服很耐心给了正确处理杯子漏水的视频，后来又给我发来了两个胶圈备用，服务很好！
1284,发货快，服务好！非常好的一款茶水分离杯。
1285,发的**邮政，并没提前告知，从下单到家共8天，坐标北京。成本控制的不错，继续保持。加油
1286,我先买了一个双层400毫升的，觉得还不错，就送给朋友一个单层的400毫升的，居然两个杯子单层的是320毫升，和客服说，客服说是什么存在一点点误差，这是一点点吗？
1287,漂亮，拿着舒适
1288,杯子质量一般般形容  ，物流48小时不更新 其他快递一天到的掌柜家的圆通镖局爬了三天，联系客服客服只会敷衍
1289,给儿子买的说挺好！
1290,总体还不错
1291,质量和描述一样，好评
1292,售后服务很好，杯子也很满意，不错，果断又买一个
1293,质量挺好的，父亲很爱用评价挺好
1294,用了再说吧，可惜是单层杯，要是双层估计保温效果好些
1295,宝贝很好用，特喜欢啊
1296,宝贝跟我想的一样好！
1297,怎么说呢，外形描述还行，但不保温就是最大的差评
1298,很新颖，泡茶很方便，不会喝到茶叶！
1299,杯子用着还不错 给个好评！
1300,东西不错哦
1301,方便，泡出茶汤浓度合适口感非常好，没有杂味，又买了个
1302,此用户没有填写评论!
1303,水杯设计理念不错，但用着挺不方便，盖子得非常用力的拧，不然很容易漏水，不建议购买！
1304,茶杯设计很新奇，两头都能打开，喝茶不用在吹茶叶了，使用很方便，另外一正一反茶叶的浓度自己完全能把控，不至于茶叶泡的很浓影响口感，买之前还怕杯子会漏水，杯子到了拿过来使用，无论怎么摇愣是没一滴水跑出来。
1305,底部有轻微的漏水，而且加入热水有股塑料味
1306,快递挺快的，刚拿到手，泡了杯红茶。基本满意。
1307,使用花间道，迷上喝茶水
1308,还行
1309,可以  用了几天了  很方便
1310,非常好，双盖设计很方便，拿在手里有质感，外观也很大气，又不显老，细节处理也精致
1311,质量很好，大家放心购买
1312,宝贝与描述相符，用着也可以，茶汤分离，不用担心泡久喝浓茶了
1313,又一次购买赞👍
1314,比较实用，双层玻璃能能保温一会。
1315,细高型的，不是矮粗胖的
1316,要的联名款发个这个，联系客服，说可以接受退差价，不接就退换。邮费还要先垫付。
1317,水杯以收到好喜欢！
1318,挺有意思的   杯子也不错   质量属于价位中较好的  各方面都还行
1319,产品质量不错，下次还会光顾。
1320,此用户没有填写评论!
1321,质量挺好，不漏水，对得起这个价格。就是滤网的安装不太顺畅，能改进一下就更好了
1322,宝贝非常不错，给老爸买了一个，老爸很喜欢，终于可以可以喝适合自己茶的浓度了！
1323,物流很快，一直用了好久才过来评价，真的很棒的杯子
1324,挺实用的，比较不错！
1325,收到就迫不及待的使用了，还不错，好评
1326,用了一段时间，挺好
1327,实物与照片不符
1328,此用户没有填写评论!
1329,此用户没有填写评论!
1330,不错的，用起也方便，质量很好，性价比很高，推荐大家购买。
1331,此用户没有填写评论!
1332,不错非常满意。
1333,此用户没有填写评论!
1334,虽然外貌不是我的菜，但是冲这泡茶可以分离，使用方便我就入手了。
1335,指质量皮实，拿着趁手，密封性好，设计巧妙，美观大方，好评
1336,此用户没有填写评论!
1337,好非常好用，谢谢老板！
1338,此用户没有填写评论!
1339,满意很喜欢
1340,撒东西用了两次就开始漏水，还茶杯还没我10块买的杯子密封好
1341,物流很快，杯子还不错，就是稍微有点小，客服态度也很好！五分
1342,此用户没有填写评论!
1343,宝贝己收到跟描述的基本上一样很好，如有须要下次还会光顾的谢谢
1344,还不错
1345,此用户没有填写评论!
1346,用着还不错，比我之前用的款式好太多了，中间出现一点小问题，也及时解决了，很满意的一次购物
1347,好用
1348,挺好的
1349,挺好
1350,水杯很好用，就是滤网稍微单薄了些。这个滤网可以单独购买吗？
1351,质量如何不清楚，因为还没使用。式样的设计不敢恭维。
1352,怎么说，还可以吧，玻璃部分觉得很廉价
1353,买给男朋友上班用的 同事都问在哪买的 嘿嘿 质感不错 用着也好 他很喜欢
1354,接缝不是很完美。放茶叶的地方偏小。孔很细
1355,非常好，值得购买！
1356,质量不咋地的，没有理想中的那样，一会不露水一会露水，搞不懂原因，懒得退货了
1357,宝贝很好，物流也快，良心好评。
1358,发货速度快，杯子拿到手感觉和图片一模一样，看着顺眼，手感舒适。好评5分。
1359,物超所值，非常满意。五星好评
1360,首先杯子非常满意，然后客服也特别好，先买了一个看了下质量，正好趁双十一又买了三个，家里人手一个
1361,字刻在杯盖上不协调，应该刻在杯身玻璃上
1362,很好，买的第二个。
1363,先习惯性好评了，如果能坚持使用半年不漏水就是真好评了。如果能坚持半年我还会回购，到时再追评。
1364,很不错，不小心把皮圈弄不见了导致漏水，跟卖家说了马上给我发了两个，还是免费的。很满意，用着很不错
1365,很好用，透明杯身泡上茶叶很漂亮
1366,虽然收到货后有点美中不足，跟卖家反映了问题鉴于卖家态度非常好，还是给个好评吧，谢谢亲的理解！
1367,不错，超级好用哈😊
1368,杯子质量不错，功能挺好的，与描述一致。
1369,很好用，个人感觉杯柄离杯身距离不用那么宽就更好了。
1370,水杯非常的好，满意
1371,很叼，喜欢。
1372,很好，刚到就用上了
1373,朋友推荐的， 杯子质量不错，价位也不贵，物流也非常好，
1374,杯子好看实用，冷杯子冲热开水耐用
1375,無異味，不漏水，容量適中
1376,宝贝质量不错，就是容量有点小，有稍大一点容量就更好了
1377,黑色部分档次不够
1378,杯子用了一段时间才来评论！非常好用！不漏水！倒着放也是滴水不漏！是我理想的水杯！
1379,杯子挺漂亮，质量暂时挺好的，还给免费刻了字，等用段时间再来评价
1380,质量很好，密封好，不漏水，泡茶操作很方便。
